Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Homepage_TS,Chrome 121.0.0.0,homepage related test cases and working in different browsers,,31-01-2024 19:09:48,31-01-2024 19:11:12,1m - 24.176s,FAILED
,,,,,,,
Test Cases/HOMEPAGE_TC/TC__002_Amazon_Username,Chrome 121.0.0.0,Verify whether the username is displayed or not,,31-01-2024 19:09:48,31-01-2024 19:10:32,43.928s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,31-01-2024 19:09:48,31-01-2024 19:09:54,5.513s,PASSED
"callTestCase(findTestCase(""AmazonLogin_Page/TC_Amazon_login_001""), [""USERNAME"":"""", ""PASSWORD"":""""], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,31-01-2024 19:09:54,31-01-2024 19:10:32,37.685s,FAILED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,31-01-2024 19:10:32,31-01-2024 19:10:32,0.612s,PASSED
,,,,,,,
Test Cases/HOMEPAGE_TC/TC__001_HomePage,Chrome 121.0.0.0,Verify that home page is displayed after the login or not,,31-01-2024 19:10:32,31-01-2024 19:11:12,39.989s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,31-01-2024 19:10:32,31-01-2024 19:10:34,2.110s,PASSED
"callTestCase(findTestCase(""AmazonLogin_Page/TC_Amazon_login_001""), [""USERNAME"":"""", ""PASSWORD"":""""], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,31-01-2024 19:10:34,31-01-2024 19:11:12,37.236s,FAILED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,31-01-2024 19:11:12,31-01-2024 19:11:12,0.583s,PASSED
